"brandName","branchName","longitude","latitude","cityName"
The People's Cafe,CloudKitchen Citra Lake - The People's Cafe,106.71487700,-6.12932290,Jakarta Barat
The People's Cafe,CloudKitchen Sunter Foodcentrum -The People's Cafe,106.85459090,-6.14125270,Jakarta Utara
The People's Cafe,"The People's Cafe, JGC Aeon Mall Cakung",106.95306130,-6.17294530,Jakarta Timur
The People's Cafe,"The People's Cafe, The Amboja",106.90116970,-6.30963720,Jakarta Timur
The People's Cafe,"The People's Cafe, AEON Tanjung Barat",106.84053400,-6.30540109,Jakarta Selatan
The People's Cafe,"The People's Cafe, Mall Bassura City",106.87806110,-6.22433870,Jakarta Timur
The People's Cafe,"The People's Cafe, Pasaraya Blok M",106.80305210,-6.24459490,Jakarta Selatan
The People's Cafe,"The People's Cafe, Blok M Plaza",106.79758180,-6.24405370,Jakarta Selatan
The People's Cafe,"The People's Cafe, Mall Ciputra",106.78661820,-6.16839070,Jakarta Barat
The People's Cafe,"The People's Cafe, Central Park",106.79125080,-6.17652030,Jakarta Barat
The People's Cafe,"The People's Cafe, Foodcentrum Sunter",106.85459090,-6.14125270,Jakarta Utara
The People's Cafe,"The People's Cafe, FX Sudirman",106.80391060,-6.22466910,Jakarta Pusat
The People's Cafe,"The People's Cafe, Gandaria City",106.78353560,-6.24293730,Jakarta Selatan
The People's Cafe,"The People's Cafe, Grand Indonesia",106.81956800,-6.19483400,Jakarta Pusat
The People's Cafe,"The People's Cafe, Kuningan City",106.82920510,-6.22477490,Jakarta Selatan
The People's Cafe,"The People's Cafe, Kota Kasablanka",106.84235180,-6.22326760,Jakarta Selatan
The People's Cafe,"The People's Cafe, Kemang Village",106.80834320,-6.25797080,Jakarta Selatan
The People's Cafe,"The People's Cafe, Lotte Shopping Avenue",106.82329600,-6.22428600,Jakarta Selatan
The People's Cafe,"The People's Cafe, Pondok Indah Mall",106.78447050,-6.26570260,Jakarta Selatan
The People's Cafe,"The People's Cafe, The Park Pejaten",106.82884210,-6.28017780,Jakarta Selatan
The People's Cafe,"The People's Cafe, Rajawali",106.82621400,-6.22692330,Jakarta Selatan
The People's Cafe,"The People's Cafe, Setiabudi One",106.82984830,-6.21504310,Jakarta Selatan
The People's Cafe,"The People's Cafe, Senayan City",106.79780250,-6.22696980,Jakarta Pusat
The People's Cafe,"The People's Cafe, South Quarter",106.78464108,-6.29421961,Jakarta Selatan
The People's Cafe,"The People's Cafe, World Trade Center",106.81939980,-6.21490160,Jakarta Selatan
The People's Cafe,"The People's Cafe, AEON Tanjung Barat",106.84053400,-6.30540109,Jakarta Selatan
The People's Cafe,"TPC, Blok M Plaza",106.79758180,-6.24405370,Jakarta Selatan
The People's Cafe,"The People's Cafe, Citra Lake",106.71267300,-6.12721340,Jakarta Barat
The People's Cafe,"The People's Cafe, Central Park",106.79125080,-6.17652030,Jakarta Barat
The People's Cafe,"The People's Cafe, Setiabudi One Mall",106.82984830,-6.21504310,Jakarta Selatan
The People's Cafe,"The People's Cafe, Gandaria City",106.78353560,-6.24293730,Jakarta Selatan
The People's Cafe,"The People's Cafe, Grand Indonesia",106.81956800,-6.19483400,Jakarta Pusat
The People's Cafe,"The People's Cafe, Aeon Mall Jakarta Garden City",106.95306130,-6.17294530,Jakarta Timur
The People's Cafe,"The People's Cafe, Kuningan City",106.82920510,-6.22477490,Jakarta Selatan
The People's Cafe,"The People's Cafe, Kota Kasablanka",106.84235180,-6.22326760,Jakarta Selatan
The People's Cafe,"The People's Cafe, Rajawali",106.82621400,-6.22692330,Jakarta Selatan
The People's Cafe,"The People's Cafe, Pondok Indah Mall",106.78447050,-6.26570260,Jakarta Selatan
The People's Cafe,"TPC, Senayan City",106.79780250,-6.22696980,Jakarta Pusat
The People's Cafe,"The People's Cafe, Sunter",106.85459090,-6.14125270,Jakarta Utara
The People's Cafe,CloudKitchen Kuningan City - The People's Cafe,106.82956300,-6.22486600,Jakarta Selatan
The People's Cafe,"TPC, World Trade Center",106.81939980,-6.21490160,Jakarta Selatan
The Rabbit Wins,The Rabbit Wins Kuningan,106.81804766,-6.22064998,Jakarta Selatan
The Real Dimsum,The Real Dimsum,106.82934320,-6.24539280,Jakarta Selatan
THE REAL HOLYSTEAK,"HOLYSTEAK by Holycow! Group, Pintu Air",106.83241020,-6.16423045,Jakarta Pusat
THE REAL HOLYSTEAK,"The Real Holysteak Express, Senayan City",106.79749288,-6.22742218,Jakarta Pusat
THE REAL HOLYSTEAK,"HOLYSTEAK by Holycow! Group, Kebon Jeruk",106.76203875,-6.19144044,Jakarta Barat
THE REAL HOLYSTEAK,"HOLYSTEAK by Holycow! Group, Tebet",106.84978226,-6.22977195,Jakarta Selatan
THE REAL HOLYSTEAK,"HOLYSTEAK by Holycow! Group, Sawah Besar",106.82352988,-6.16244209,Jakarta Pusat
THE REAL HOLYSTEAK,"HOLYSTEAK by Holycow! Group, Setiabudi",106.82193287,-6.20928721,Jakarta Selatan
THE REAL HOLYSTEAK,"HOLYSTEAK by Holycow! Group, Kelapa Nias",106.90838406,-6.15363376,Jakarta Utara
THE REAL HOLYSTEAK,"The Real Holysteak Express, Pondok Indah Mall 3",106.79749288,-6.22742218,Jakarta Selatan
The Replay Karaoke,REPLAY KTV - BAR AND BITES SENOPATI,106.81092800,-6.23256950,Jakarta Selatan
THE RICA S1,THE RICA S1,106.83005170,-6.21523679,Jakarta Selatan
The Rich,THE RICH RESTO & BAR,106.83680508,-6.21769858,Jakarta Selatan
THE ROLLING STEAKS,THE ROLLING STEAKS,106.79805040,-6.25122543,Jakarta Selatan
The Roots Salads,THE ROOTS SALADS,106.82081551,-6.27223715,Jakarta Selatan
The RR Chocolate,The RR Chocolate Cilandak Town Square,106.79985020,-6.29175220,Jakarta Selatan
The RR Chocolate,The RR Chocolate Gandaria City,106.78293750,-6.24430090,Jakarta Selatan
The RR Chocolate,The RR Chocolate Gafoy,106.90672180,-6.15932050,Jakarta Utara
The RR Chocolate,The RR Chocolate  Lotte Shopping Avenue,106.82329600,-6.22428600,Jakarta Selatan
The RR Chocolate,The RR Chocolate Mall of Indonesia,106.89189490,-6.15145490,Jakarta Utara
The RR Chocolate,The RR Chocolate Taman Anggrek,106.79221280,-6.17858310,Jakarta Barat
The RR Chocolate,The RR Chocolate PIK,106.74053420,-6.11007150,Jakarta Utara
The RR Chocolate,The RR Chocolate Plaza Senayan,106.79926490,-6.22547750,Jakarta Pusat
The RR Chocolate,The RR Chocolate Puri Indah Mall 2,106.73299460,-6.18746690,Jakarta Barat
The RR Chocolate,The RR Chocolate Senopati,106.80823100,-6.23057800,Jakarta Selatan
The Shady Pig Pop Up,SHAADY POP UP,106.80607670,-6.24740950,Jakarta Selatan
The Weekend Bakmie,The Weekend Bakmie,106.79753100,-6.24671600,Jakarta Selatan
Thick Toast,THICK TOAST POSBLOC JAKARTA,106.83345973,-6.16664136,Jakarta Pusat
This Earth,This Earth Mall Kelapa Gading,106.90780205,-6.15723861,Jakarta Utara
This Earth,This Earth San Antonio,106.74095868,-6.08931079,Jakarta Utara
Threefolks,Three Folks - Lebak Bulus,106.78072050,-6.29580960,Jakarta Selatan
Threefolks,Three Folks - Senopati,106.81169660,-6.23249510,Jakarta Selatan
Threefolks,Three Folks - Meruya,106.74817890,-6.19717440,Jakarta Barat
Threelogy Coffee & Roaster,TIBA TIBA WARKOP(Close Temporary),0.00000000,0.00000000,Jakarta Utara
Thyme Diner,Thyme Dinner,106.81931970,-6.21025330,Jakarta Pusat
TIASA Plant Based,TIASA Plant Based,106.81530270,-6.26920680,Jakarta Selatan
Tiba-tiba Asoy Grup,"Ayam Geprek Tiba-tiba, Cilandak",106.80383900,-6.29733120,Jakarta Selatan
Tide & Table,Tide & Table,106.80417220,-6.24339040,Jakarta Selatan
Tiembi,Tiembi MERUYA,106.72946201,-6.19695854,Jakarta Barat
Tiga wonton,Tiga Wonton Lokasari,106.82360990,-6.14648760,Jakarta Barat
Tiga wonton,TIGA WONTON - PIM,106.78235420,-6.26564420,Jakarta Selatan
Tika Kitchen Gambir,Tika Kitchen Gambir,106.82291980,-6.19444910,Jakarta Pusat
Tikala,Tikala Bistro Jakarta,106.81592710,-6.17037230,Jakarta Pusat
TIMAPLE,TIMAPLE,,,Jakarta Pusat
Timebox,Timebox Coffee & Eatery,106.82746125,-6.29740204,Jakarta Selatan
Ting Hao,Ting Hao,106.78974266,-6.23347359,Jakarta Selatan
TIO HOUSE FROZEN FOOD,TIO HOUSE FROZEN FOOD,106.86493743,-6.33905737,Jakarta Timur
Tipsea Coffee,Tipsea Coffee Tebet,106.85430924,-6.23588385,Jakarta Selatan
Tipsy Hippo,Tipsy Hippo - Daanmogot,106.71342710,-6.15255800,Jakarta Barat
TITIK . KUMPUL,Titik . Kumpul (Kayu Tinggi),106.94827316,-6.17807427,Jakarta Timur
Titik Temu,Titik Temu M Bloc Space,106.79853100,-6.24156490,Jakarta Selatan
Titik Temu Agora,Titik Temu Agora,106.82199010,-6.19927420,Jakarta Pusat
Titik Temu Cipete,Titik Temu Cipete,106.80252430,-6.27768100,Jakarta Selatan
Titiresto,Titiresto,,,Jakarta Pusat
Tjahaja Abadi,Tjahaja Abadi - Blok M,106.80452440,-6.24546470,Jakarta Selatan
Tjap Jempol,Tjap Jempol,0.00000000,0.00000000,Jakarta Pusat
Tjikinii Lima,Tjikinii Lima,106.83717360,-6.18979320,Jakarta Pusat
Tjin Tjay,Tjin Tjay Pluit,106.79693927,-6.12286754,Jakarta Utara
TMC ,TMC ,106.84795820,-6.25543570,Jakarta Selatan
TMII,Ayam Goreng Kalasan,106.89300630,-6.29747240,Jakarta Timur
TMII,Bakso Malang Maskur,106.89300630,-6.29747240,Jakarta Timur
TMII,Cocowow,106.89300630,-6.29747240,Jakarta Timur
TMII,Coto Makassar ,106.89300630,-6.29747240,Jakarta Timur
TMII,Fiesta Meal,106.89300630,-6.29747240,Jakarta Timur
TMII,King Chicken,106.89300630,-6.29747240,Jakarta Timur
TMII,Es Potong Aku Suka,106.89300630,-6.29747240,Jakarta Timur
TMII,Kaluli Ice Cream,106.89300630,-6.29747240,Jakarta Timur
TMII,Sinar Garut Putra Abah 1959,106.89300630,-6.29747240,Jakarta Timur
TMII,Merchandise Store TMII,106.88989240,-6.30203860,Jakarta Timur
Toastplus,TOASTPLUS,106.78892552,-6.17446016,Jakarta Barat
Tokio Donuts,Bintaro,,,Jakarta Barat
Tokio Street,Tokio Street,106.82327021,-6.22403994,Jakarta Selatan
Toko,Grab,,,Jakarta Timur
Toko,Kj 8,,,Jakarta Timur
Toko Bakery,Toko Bakery,106.86816220,-6.22564113,Jakarta Timur
TOKO BANGUNAN JAYA MURNI,TOKO BANGUNAN JAYA MURNI,106.95494020,-6.19754680,Jakarta Timur
Toko barokah,Toko barokah,106.83547840,-6.20806450,Jakarta Selatan
Toko baru,Toko baru,106.82143190,-6.21317510,Jakarta Selatan
Toko Bayu,Toko Bayu,106.85334870,-6.32469900,Jakarta Timur
TOKO BEER,TOKO BEER BAR,106.83108000,-6.16145000,Jakarta Pusat
TOKO BEER,TOKO BEER,106.83108000,-6.16145000,Jakarta Pusat
Toko Buah Robbi,Toko Buah Robbi,106.78639120,-6.26322420,Jakarta Selatan
toko coba,toko cabang coba,106.77999644,-6.16502417,Jakarta Barat
Toko Ibu Kopi Dan Jajanan,Toko Ibu Kopi Dan Jajanan - Sunter,106.87086770,-6.13797500,Jakarta Utara
Toko Kelontong,Toko Kelontong,106.85187620,-6.20012600,Jakarta Utara
Toko Kopi Karunia Abadi,Toko Kopi Karunia Abadi,106.80729600,-6.22919680,Jakarta Barat
Toko Kopi Manusia,Toko Kopi Manusia Gandaria,106.78765130,-6.24221030,Jakarta Selatan
Toko Kopi Manusia,Toko Kopi Manusia Kemang,,,Jakarta Selatan
Toko Kopi Manusia,Toko Kopi Manusia Bintaro Sektor 2,,,Jakarta Selatan
Toko Kopi Tuku,Toko Kopi TUKU Event,,,Jakarta Selatan
Toko Kopi Tuku,Cloud Tab,106.80302670,-6.26687120,Jakarta Selatan
Toko Kopi Tuku,Exhibition 48,106.79850350,-6.26598240,Jakarta Selatan
TOKO KOPI TUKU EVENT,Exhibition 88,106.79850350,-6.26598240,Jakarta Selatan
Toko Kue Tampah,Tampah Gandaria,106.78956200,-6.24448210,Jakarta Selatan
Toko mitra bahari,Toko mitra bahari,106.83299270,-6.17927960,Jakarta Pusat
TOKO MUNAH ,TOKO MUNAH ,106.83551860,-6.20745160,Jakarta Selatan
TOKO OEN,TOKO OEN,106.80391277,-6.22464610,Jakarta Pusat
Toko rindi,Toko rindi,106.84571111,-6.18705379,Jakarta Pusat
Toko Rotitoti,Rotitoti Bapindo,106.80715080,-6.22403030,Jakarta Selatan
Toko Serbaguna,Toko Serbaguna,106.82133630,-6.20837910,Jakarta Pusat
Toko Sofi,Toko Sofi,106.84616060,-6.18700910,Jakarta Pusat
toko tajul,toko tajul,,,Jakarta Barat
TOKO TETAP JAYA AHMAD,Toko Tetap Jaya Ahmad,106.84236150,-6.28512960,Jakarta Selatan
TOKO TETAP JAYA AHMAD,TOKO TETAP JAYA AHMAD,106.84165370,-6.26874650,Jakarta Selatan
TOKOYO,TOKOYO KESEHATAN,106.75868810,-6.27060140,Jakarta Selatan
Tokyo Belly,"Tokyo Belly, Citra Tower",106.85246510,-6.15863620,Jakarta Pusat
Tokyo Belly,"Tokyo Belly, Grand Indonesia",106.82016450,-6.19517330,Jakarta Pusat
Tokyo Belly,"Tokyo Belly, Kuningan City",106.82961410,-6.22461520,Jakarta Selatan
Tokyo Belly,"Tokyo Belly Ramen TO GO, Lippo Mall Puri",106.73852250,-6.18780410,Jakarta Barat
Tokyo Belly,"Tokyo Belly Ramen TO GO, Central Park",106.79094670,-6.17684670,Jakarta Barat
Tokyo Belly,"Tokyo Belly Ramen TO GO, Kemang Village",106.81248290,-6.26154530,Jakarta Selatan
Tokyo Belly,"Tokyo Belly Ramen TO GO, Legit Joglo",106.76550120,-6.21705770,Jakarta Barat
Tokyo Belly,"Tokyo Belly Ramen TO GO, Legit Paus Rawamangun",106.89134900,-6.19677700,Jakarta Timur
Tokyo Belly,"Tokyo Belly Ramen TO GO, Legit Tebet Raya",106.85067750,-6.23036800,Jakarta Selatan
Tokyo Belly,"Tokyo Belly Ramen TO GO, Legit Veteran Bintaro",106.76371980,-6.27094520,Jakarta Selatan
Tokyo Belly,"Tokyo Belly Ramen TO GO, Cilandak Town Square",106.79992890,-6.29182070,Jakarta Selatan
Tokyo Belly,"Tokyo Belly Ramen TO GO, Mall Emporium Pluit",106.79101750,-6.12731990,Jakarta Utara
Tokyo Belly,"Tokyo Belly, Setiabudi One",106.83000090,-6.21523380,Jakarta Selatan
Tokyo Belly,"Tokyo Belly Ramen TO GO, AEON Cakung",106.95306130,-6.17294530,Jakarta Timur
Tokyo Belly,"Tokyo Belly Ramen TO GO, Citra Lakes",106.71487700,-6.12932290,Jakarta Barat
Tokyo Belly,"Tokyo Belly Ramen TO GO, Food Centrum Sunter",106.85459090,-6.14125270,Jakarta Utara
Tokyo Belly,"Tokyo Belly, Mall Artha Gading",106.89188800,-6.14584400,Jakarta Utara
Tokyo Curry Club,Tokyo Curry Club,106.80702017,-6.24771619,Jakarta Selatan
Tokyo Curry Club,Tokyo Curry Club PIK Avenue,106.73757140,-6.10896830,Jakarta Utara
Tokyo Kitchen,TOKYO KITCHEN,106.81815741,-6.15003613,Jakarta Barat
TOKYOO KITCHEN,TOKYOO KITCHEN - KELAPA GADING BARAT,106.89032598,-6.15219909,Jakarta Utara
TOKYOO KITCHEN,TOKYOO KITCHEN - KEMANG,106.81752487,-6.24357127,Jakarta Selatan
TOKYOO KITCHEN,TOKYO KITCHEN - SENEN,106.84261000,-6.17926000,Jakarta Pusat
TOKYOO KITCHEN,TOKYOO KITCHEN - PLAZA SEMANGGI,106.81453143,-6.21914136,Jakarta Selatan
TOKYOO KITCHEN,TOKYOO KITCHEN -SUDIRMAN,0.00000000,0.00000000,Jakarta Pusat
TOKYOO KITCHEN,TOKYOO KITCHEN - PONDOK BAMBU,106.90051773,-6.22934261,Jakarta Timur
TOKYU DORINKU,TOKYU DORINKU PLUIT,106.78507370,-6.11559440,Jakarta Utara
TOKYU DORINKU,TOKYU DORINKU FX SUDIRMAN,0.00000000,0.00000000,Jakarta Selatan
TOKYU DORINKU,TOKYU DORINKU GADING FESTIVAL,106.92488565,-6.16922616,Jakarta Timur
TOMLEX BAR & RESTO,TOMLEX Bar & Resto,106.86777510,-6.22062070,Jakarta Timur
TOMOMASE,TOMOMASE - Mall Pluit Village,106.78961900,-6.11643425,Jakarta Utara
Tong House,TONG HOUSE,106.82497803,-6.18557828,Jakarta Pusat
Tong House,Uncle Zhou,106.81901442,-6.18731571,Jakarta Pusat
Tong House,Tori.co Mall Artha Gading,106.89216550,-6.14563520,Jakarta Utara
Tong House,Tori.co Citraland,106.78661820,-6.16839070,Jakarta Barat
TongTji,Event SPH Pluit Village - Jakarta,106.85699600,-6.13952290,Jakarta Utara
TongTji,Event Novy Wijaya - Jakarta,0.00000000,0.00000000,Jakarta Utara
TongTji,Event Auto 2000 - Jakarta,106.85699600,-6.13952290,Jakarta Utara
TongTji,ET Indogrosir Cipinang Jakarta,106.88272000,6.21291000,Jakarta Timur
TongTji,ET Indogrosir Kemayoran Jakarta,106.85031000,-6.15654000,Jakarta Pusat
TongTji,ET ITC Kuningan Jakarta,106.82674620,-6.22404461,Jakarta Selatan
TongTji,ET Lotte MKG Jakarta,106.89529000,-6.15387000,Jakarta Utara
TongTji,ET Metro Pasar Baru Jakarta,106.83201000,-6.16091000,Jakarta Pusat
TongTji,ET Metro Sunter Jakarta,106.87311000,-6.13688000,Jakarta Utara
TongTji,ET PGC Dalam Jakarta,106.86572000,-6.26162000,Jakarta Timur
TongTji,ET RSUD Cengkareng Jakarta,106.73477000,-6.14271000,Jakarta Barat
TongTji,ET ITC Roxy Mas Jakarta,106.80302000,6.16610000,Jakarta Pusat
TongTji,ET Thamrin City Jakarta,106.82316400,-6.19241700,Jakarta Pusat
TongTji,Event BO Khalidah Nur - Jakarta,106.85683950,-6.13957220,Jakarta Utara
TongTji,Event PT AJ Generali - Jakarta,106.85683950,-6.13957220,Jakarta Utara
TongTji,ET Baru Plaza Kenari Mas Jakarta,0.00000000,0.00000000,Jakarta Pusat
TongTji,TPN Kuningan City Jakarta,0.00000000,0.00000000,Jakarta Selatan
TongTji,TPN Ambassador Jakarta,106.82688000,-6.22374518,Jakarta Selatan
TongTji,TPN Gajah Mada Plaza FC Jakarta,106.81880505,-6.16048026,Jakarta Pusat
TongTji,THX Artha Gading Jakarta,106.89183823,-6.14551788,Jakarta Utara
TongTji,THX Poins Square Jakarta,106.77819431,-6.28974357,Jakarta Selatan
TongTji,TPB S1 PV Ground - Jakarta,106.78981300,-6.11636720,Jakarta Utara
TongTji,ET City Plaza Jatinegara - Jakarta,106.86431183,-6.21360701,Jakarta Timur
TongTji,TPB S1 Pantjoran PIK - Jakarta,106.74350269,-6.08847856,Jakarta Utara
TongTji,TPB Gandaria City - Jakarta,0.00000000,0.00000000,Jakarta Selatan
TongTji,TPN Lippo Mall Puri - Jakarta,0.00000000,0.00000000,Jakarta Barat
TongTji,TPB Bassura - Jakarta,0.00000000,0.00000000,Jakarta Timur
TongTji,TPF S1 Kuningan City - Jakarta,106.82955300,-6.22501360,Jakarta Selatan
TongTji,TPF S1 Ambassador - Jakarta,106.82682020,-6.22402230,Jakarta Selatan
TongTji,TPF Gajah Mada Plaza FC - Jakarta,106.81878360,-6.16075760,Jakarta Pusat
TongTji,THX Poins Square - Jakarta,106.77852010,-6.28937990,Jakarta Selatan
TongTji,TPM S1 Kalibata City - Jakarta,106.85214290,-6.25726840,Jakarta Selatan
TongTji,TPB Indogrosir Cipinang - Jakarta,106.88255920,-6.21370400,Jakarta Timur
TongTji,TPB Indogrosir Kemayoran - Jakarta,106.85008900,-6.15653330,Jakarta Pusat
TongTji,TPB Metro Sunter - Jakarta,106.87316760,-6.13694810,Jakarta Utara
TongTji,TPB Metro Pasar Baru - Jakarta,106.83240302,-6.16084820,Jakarta Pusat
TongTji,TPB ITC Roxy Mas - Jakarta,106.80298410,-6.16643300,Jakarta Pusat
TongTji,TPB Baru Plaza Kenari Mas - Jakarta,106.84826580,-6.19166580,Jakarta Pusat
TongTji,TPB City Plaza Jatinegara - Jakarta,106.86440300,-6.21387900,Jakarta Timur
TongTji,THX Artha Gading - Jakarta,106.89191870,-6.14577390,Jakarta Utara
TongTji,TPM S1 Lippo Mall Puri - Jakarta,106.73890940,-6.18845540,Jakarta Barat
TongTji,TPM S1 Lotte Avenue - Jakarta,106.82329600,-6.22428600,Jakarta Selatan
TongTji,TPB Gandaria City - Jakarta,106.78293750,-6.24430090,Jakarta Selatan
TongTji,TPB Bassura - Jakarta,106.87996600,-6.22317310,Jakarta Timur
TongTji,TPM S1 Food Hall Lippo Puri - Jakarta,106.73890940,-6.18845540,Jakarta Barat
TongTji,TPM S1 The Park Pejaten - Jakarta,106.82891760,-6.28031070,Jakarta Selatan
TongTji,TPB Lippo Mall Nusantara - Jakarta,106.81412040,-6.22038960,Jakarta Selatan
TongTji,THSN Lippo Nusantara - Jakarta,106.81398900,-6.22083090,Jakarta Selatan
TongTji,TPB Atrium Lt 4 - Jakarta,106.84112000,-6.17642000,Jakarta Pusat
TongTji,TP Kalibata City Jakarta,106.85212000,-6.25713000,Jakarta Selatan
tooker,tooker,106.79652090,-6.26037820,Jakarta Selatan
Topi Kopi,Mr. Topi Kopi,106.71367440,-6.13836427,Jakarta Barat
Topindo Lucky F&B,TOPINDO LUCK,106.81110577,-6.22430785,Jakarta Selatan
Toppubun,Toppubun,106.77153263,-6.12996685,Jakarta Utara
Topuikia,Topuikia Hawker - Golf Island PIK,106.74396180,-6.08926130,Jakarta Utara
Topuikia,Topuikia Hawker - Emporium,106.78940810,-6.12590830,Jakarta Utara
Torabika The Cafe,Torabika Cafe,106.73808330,-6.15230510,Jakarta Barat
Toreda Bento,Toreda Bento,106.78103274,-6.17735294,Jakarta Barat
Tori Bar Japanese Sate Bar,Fujiyama Fatmawati,106.79629820,-6.28098730,Jakarta Selatan
Tori Bar Japanese Sate Bar,TORI BAR JAPANESE SATE BAR,106.79601705,-6.28057495,Jakarta Selatan
Tori Bro Bar,Toribro Bar,106.79599550,-6.28084227,Jakarta Selatan
Tori Co,Tori.Co Lokasari,106.82374050,-6.14657492,Jakarta Barat
Tori-Yo,Tori-Yo,106.86706500,-6.13383600,Jakarta Utara
Toti Cafe,Toti Cafe Jatinegara,0.00000000,0.00000000,Jakarta Timur
Toti Cafe,Toti Express Sunter,106.87838968,-6.13718249,Jakarta Utara
Totlah Thamrin,Totlah Thamrin,106.81695572,-6.19777131,Jakarta Pusat
Totofore Coffee & Pastry,Kemang,,,Jakarta Selatan
TRIBE,TRIBE,106.77664400,-6.29782000,Jakarta Selatan
Tries Potato,Tries Potato Meruya,106.73748598,-6.21037601,Jakarta Barat
Trimovt,Trimovt,,,Jakarta Barat
Triple AA ,Triple AA Ps Minggu,110.39325219,-7.75630431,Jakarta Selatan
Triple H,TRIPLE H,106.82609180,-6.22542040,Jakarta Selatan
TROPPO COFFEE,TROPPO COFFEE,106.78627160,-6.22234390,Jakarta Selatan
Truffle Belly,TRUFFLE BELLY CHILLAX,106.82104000,-6.21119000,Jakarta Selatan
Truffle Belly,TRUFFLE BELLY MOI,106.88970620,-6.15144960,Jakarta Utara
Tsanada,TSNADA JAKARTA,106.83704640,-6.18805940,Jakarta Pusat
Tsuka Ramen,"Tsuka Ramen, Kemang - Jakarta",106.81468570,-6.25400550,Jakarta Selatan
Tsuka Ramen,"Tsuka Ramen, Kemanggisan - Jakarta",,,Jakarta Barat
Tsuka Ramen,"Tsuka Ramen, Tebet - Jakarta",0.00000000,0.00000000,Jakarta Selatan
Tuamuda Test,TKTM STBD,106.82695680,-6.21281280,Jakarta Selatan
Tuan Mudo,TUAN MUDO PLUIT,106.79824604,-6.12627940,Jakarta Utara
Tuan Mudo,Tuan Mudo PIK,106.74455460,-6.09158790,Jakarta Utara
Tuan Tanah,TuanTanah Jatinegara,106.87008750,-6.21860470,Jakarta Timur
Tuan Tanah,Tuan Tanah Pondok Bambu,106.89742271,-6.23118486,Jakarta Timur
Tuan Tanah,Tuan Tanah - AyoMakan,106.80530436,-6.21228051,Jakarta Pusat
Tuan Tanah,Tuan Tanah SCBD,106.81108580,-6.22459080,Jakarta Selatan
Tucanos,TUCANOS - SENAYAN CITY,106.79728400,-6.22718100,Jakarta Pusat
TUEHALF ,TUEHALF PLUMPANG,,,Jakarta Utara
Tuehalf plumpang,Contoh kopi,106.87242360,-6.11921100,Jakarta Utara
TUEHALF PLUMPANG,TUEHALF PLUMPANG,106.81384960,-6.22264320,Jakarta Utara
Tukurasa,Tukurasa Kantin RSPAD,106.83845620,-6.17581150,Jakarta Pusat
Tukutea,Tukutea ruko,106.89101010,-6.22535310,Jakarta Timur
Tukutea,Tukutea pegadaian,106.89206930,-6.22160960,Jakarta Timur
tukutea pegadaian,tukutea pegadaian,106.89206930,-6.22160960,Jakarta Timur
TULIFEBUCKET,TULIFEBUCKET,106.87349180,-6.27019060,Jakarta Timur
Tunca,Tunca,106.81215280,-6.23973380,Jakarta Selatan
Turkuaz,Turkuaz,106.80719970,-6.23733850,Jakarta Selatan
Turkuaz,Turkuaz,106.80721410,-6.23734160,Jakarta Selatan
Twalen,Twalen Pos Bloc Jakarta,106.83367599,-6.16683040,Jakarta Pusat
Twelve Chinese Dining,Twelve Chinese Dining,106.82435960,-6.19810800,Jakarta Pusat
Twentynine Eatery,Twentynine Eatery,106.78879982,-6.26137517,Jakarta Selatan
TYFEL,Tyfel Express Kemang,106.81350805,-6.25494186,Jakarta Selatan
TYFEL,Tyfel Greenvile,106.77885078,-6.17376373,Jakarta Barat
UBEATZ,Ubeatz - Pos Bloc Jakarta Phase 2,106.83365527,-6.16682900,Jakarta Pusat
UBEATZ,Ubeatz - Pos Bloc Jakarta,106.83365527,-6.16682900,Jakarta Pusat
Ubee,Ubee,106.72685570,-6.13977330,Jakarta Barat
Ubi Tiri,Ubi Tiri Aloha PIK,106.71505730,-6.07183170,Jakarta Utara
UD BERKAT,UD BERKAT,,,Jakarta Timur
Udon Man,FOOD TIME CAFE PIK2,106.74028673,-6.09167403,Jakarta Utara
Udon Man,Udon Man Lippo Mall Puri,106.73913514,-6.18728765,Jakarta Barat
Udon Man,Udon Man - Mall Ciputra,106.78454720,-6.16837480,Jakarta Barat
Udon Man,Neo Soho (Bazaar),106.78782470,-6.17495770,Jakarta Barat
Udon Man,TAMAN PALEM LESTARI U33,106.72907927,-6.13460258,Jakarta Barat
Udon Man,Udon Man Gajah Mada,106.82031153,-6.15299700,Jakarta Pusat
Udon Man,Udon Man - Mall Ciputra (Food Library),106.78454720,-6.16837480,Jakarta Barat
Udon Man,Udon Man Tokyo hub PIK 2,106.74111210,-6.10201355,Jakarta Utara
UDONESIA,UDONESIA - JOHAR BARU,106.85693750,-6.18130460,Jakarta Pusat
UDONESIA,UDONESIA - SETIABUDI,106.81771390,-6.21653200,Jakarta Selatan
UKEN FRESH MART,UKEN FRESH MART,106.80729600,-6.20625920,Jakarta Selatan
UMA OMA,UMA OMA CAFE,106.80168812,-6.24361382,Jakarta Selatan
Uma Oma - Authentic Food and Cafe,Uma Oma - Authentic Food and Cafe,106.80202193,-6.24326411,Jakarta Selatan
Umami Issues,Umami Issues,106.80200461,-6.22995236,Jakarta Selatan
UMAMI JAPANESE FOOD,UMAMI JAPANESE FOOD MANGGA BESAR,106.82169908,-6.15128057,Jakarta Barat
UMAMURA Somen,UMAMURA Somen,106.80761400,-6.24176450,Jakarta Selatan
