esb_idx,jakarta_idx,brandName_esb,branchName_esb,latitude_esb,longitude_esb,brandName_jakarta,nama_restoran_jakarta,latitude_jakarta,longitude_jakarta,distance_m,name_similarity,token_overlap,match_confidence,match_reason
3670,133,golden lamian,GL-CITRA GARDEN CITY,-6.126,106.712,golden dragons   aquatics,Golden Dragon's Restaurant & Aquatics,-6.126,106.712,0.0,0.25,0.0,0.5,second_pass_relaxed
3635,47196,golden lamian,KUNGFU FRIED CHICKEN-MALL ARTHA GADING,-6.146,106.891,lamian palace   artha gading,Lamian Palace - Mall Artha Gading,-6.146,106.891,0.0,0.172,0.0,0.5,second_pass_relaxed
4093,41,hao hao dimsum,Hao Hao Dimsum,-6.171,106.746,haohao dimsum  chinese food,Haohao Dimsum & Chinese Food,-6.171,106.746,0.0,0.275,0.0,0.5,second_pass_relaxed
3525,13502,gion the sushi ,WEE NAM KEE - PLAZA SENAYAN,-6.226,106.799,sushi tei  senayan,Sushi Tei Plaza Senayan,-6.226,106.799,0.0,0.177,0.0,0.5,second_pass_relaxed
3521,4296,gion the sushi ,WEE NAM KEE - LIPPO MALL PURI,-6.188,106.739,sushi hiro   ,Sushi Hiro Lippo Mall Puri,-6.188,106.739,0.0,0.225,0.0,0.5,second_pass_relaxed
3519,32796,gion the sushi ,WEE NAM KEE - GANDARIA CITY,-6.263,106.782,shori sushi  pondok indah  3,"Shori Sushi Bar, Pondok Indah Mall 3",-6.263,106.782,0.0,0.162,0.0,0.5,second_pass_relaxed
3518,20455,gion the sushi ,TOKIO SUSHI - GANDARIA CITY,-6.245,106.784,tokio sushi,TOKIO SUSHI,-6.245,106.784,0.0,0.292,0.0,0.5,second_pass_relaxed
3516,20394,gion the sushi ,SUPER YAKINIKU PIM - 1,-6.265,106.784,the social pot pondok indah,The Social Pot Pondok Indah,-6.265,106.784,0.0,0.145,0.0,0.5,second_pass_relaxed
3514,19081,gion the sushi ,KATSUKITA - GRAND INDONESIA,-6.195,106.82,genki sushi   ,Genki Sushi - Grand Indonesia,-6.195,106.82,0.0,0.292,0.0,0.5,second_pass_relaxed
3509,20067,gion the sushi ,Gion Sushi Pondok Indah Mall 2,-6.266,106.783,tom sushi pondok indah ,Tom Sushi Pondok Indah Mall,-6.266,106.783,0.0,0.183,0.0,0.5,second_pass_relaxed
3417,61532,geprek gold chick,DURI KOSAMBI,-6.134,106.836, khansa  geprek,Warung Khansa Ayam Geprek,-6.134,106.836,0.0,0.22,0.0,0.5,second_pass_relaxed
3396,17771,geprek gian,GEPREK GIAN RAWASAWAH,-6.177,106.854, geprek  fillet geprek dapur jabrik,Ayam Geprek Ikan Fillet Geprek DAPUR JABRIK,-6.177,106.854,0.0,0.203,0.0,0.5,second_pass_relaxed
3181,55826,flip n fry,101 - EMPO,-6.127,106.791,chigo x flip burger   pluit,Chigo X Flip Burger - Emporium Pluit,-6.127,106.791,0.0,0.16,0.0,0.5,second_pass_relaxed
2999,28090,es teh poci  sila,Es Teh Poci Warung Sila,-6.346,106.815,es cendol nusantara  4,Es Cendol Nusantara cabang 4,-6.346,106.815,0.0,0.138,0.0,0.5,second_pass_relaxed
1524,44311,bento yay sushi yay dimsum yay nayam fastfit  kulit pas kantong murame,Murame Pahlawan Revolusi,-6.227,106.899, kulit mak igun pondok bambu,Nasi Kulit Mak Igun Pondok Bambu,-6.227,106.899,0.0,0.104,0.0,0.5,second_pass_relaxed
12089,32818,zenbu,ZENBU PIM 3,-6.264,106.782,zenbu pondok indah  3,ZENBU PONDOK INDAH MALL 3,-6.264,106.782,0.0,0.52,0.25,0.95,exact_location_moderate_name
1502,48242,bento yay sushi yay dimsum yay nayam fastfit  kulit pas kantong murame,YAY! Danau Sunter,-6.139,106.863,qpot grandeur hotpot grill dimsum,Qpot Grandeur Hotpot. Grill. Dimsum.,-6.139,106.863,0.0,0.099,0.0,0.5,second_pass_relaxed
1345,50722,beach day ,BC KANTIN,-6.117,106.858,bakmi naga  ancol beach city,Bakmi NAGA Resto Ancol Beach City,-6.117,106.858,0.0,0.183,0.0,0.5,second_pass_relaxed
702,11814, gepuk pak gembus,Ayam Gepuk Pak Gembus Srengseng Raya,-6.208,106.759,pecel lele pak edi jawa timur,Pecel Lele Pak Edi Jawa Timur,-6.208,106.759,0.0,0.17,0.0,0.5,second_pass_relaxed
4701,20097,junsei yakitori and ,Junsei Yakitori and Bar,-6.233,106.812,junsei izakaya  listening ,Junsei Izakaya & Listening Bar,-6.233,106.812,0.0,0.261,0.0,0.5,second_pass_relaxed
694,5905, gepuk pak gembus,Ayam Gepuk Pak Gembus Pegadungan,-6.134,106.703, pak de sarno wonogiri,Bakso Pak De Sarno Wonogiri,-6.134,106.703,0.0,0.148,0.0,0.5,second_pass_relaxed
676,57405, gepuk pak gembus,Ayam Gepuk Pak Gembus Walang Baru,-6.122,106.906,  pak soleh,Kedai bakso pak soleh,-6.122,106.906,0.0,0.22,0.0,0.5,second_pass_relaxed
573,42818, bakar dan  betawi ibu titin condet,ayam bakar dan soto betawi ibu titin condet,-6.282,106.855,chiclin raya condet,Chiclin Raya Condet,-6.282,106.855,0.0,0.165,0.0,0.5,second_pass_relaxed
572,25925, bakar dan  betawi bu titin cilandak,Ayam bakar dan soto betawi bu titin cilandak,-6.29,106.8,tac tongkrongan anak cilandak,TAC (Tongkrongan Anak Cilandak),-6.29,106.8,0.0,0.206,0.0,0.5,second_pass_relaxed
876,3652, kremes pramesti,AYAM KREMES PRAMESTI KOTA BAMBU,-6.186,106.807, goreng kremes mas faqih,Ayam Goreng Kremes Mas Faqih,-6.186,106.807,0.0,0.238,0.0,0.5,second_pass_relaxed
522,54578,atu dua iga sapi,ATU DUA IGA SAPI,-6.148,106.911,kwetiau sapi ht 78,Kwetiau Sapi HT 78,-6.148,106.911,0.0,0.181,0.0,0.5,second_pass_relaxed
345,238,amelies homemade food and cakes,Amelies Homemade Food and Cakes,-6.171,106.776, tim pasar pagi green ville  cahaya pagi chinese food,Nasi Tim Pasar Pagi Green Ville - Cahaya Pagi Chinese Food,-6.171,106.776,0.0,0.121,0.0,0.5,second_pass_relaxed
135,26052,2 madison,2Madison Cafe Plaza,-6.286,106.781,kari umbi  2,"Kari Umbi, Plaza 2",-6.286,106.781,0.0,0.13,0.0,0.5,second_pass_relaxed
43,5507,pide turkish pizza,Istanbul Kebab & Pide Turkish Pizza Kembangan,-6.211,106.734,pizza qu,Pizza Qu,-6.211,106.734,0.0,0.215,0.0,0.5,second_pass_relaxed
10,24373, uduk cipete 21,Nasi Uduk Cipete 21,-6.278,106.798,burger road mrt cipete raya,Burger Road MRT Cipete Raya,-6.278,106.798,0.0,0.203,0.0,0.5,second_pass_relaxed
12109,34895,ziggy,ZIGGY LOUNGE,-6.256,106.81,ziggy,Ziggy,-6.256,106.81,0.0,1.0,1.0,0.95,exact_location_moderate_name
503,20966,asli rojo sambel si aa,ROJO SAMBEL JAGAKARSA,-6.327,106.821,rojo sambel jagakarsa,Rojo Sambel Jagakarsa,-6.327,106.821,0.0,0.329,0.0,0.5,second_pass_relaxed
925,44522, penyet cabe ijo bu mega  pondok kelapa,Ayam Penyet Cabe Ijo Bu Mega - Pondok Kelapa,-6.231,106.926,bubur  bawain pondok kelapa,"Bubur Ayam Bawain, Pondok kelapa",-6.231,106.926,0.0,0.26,0.0,0.5,second_pass_relaxed
934,15356, presto nynita,Ayam Presto Ny. Nita-Cempaka Putih,-6.177,106.874,ceker presto aldeesa,Ceker Presto Aldeesa,-6.177,106.874,0.0,0.245,0.0,0.5,second_pass_relaxed
939,4078, presto nynita,OUTLET PESANGGRAHAN,-6.194,106.755, presto ny nita pesanggrahan,Ayam Presto Ny. Nita Pesanggrahan,-6.194,106.755,0.0,0.275,0.0,0.5,second_pass_relaxed
1326,50723,bc food arcade,BC Food Arcade,-6.117,106.858,gangnam korean street food,gangnam korean street food,-6.117,106.858,0.0,0.142,0.0,0.5,second_pass_relaxed
1319,21705,bbq chicken,"BB.Q Chicken, Pondok Indah Mall 2",-6.266,106.783,holdak crispy chicken,Holdak Crispy Chicken,-6.266,106.783,0.0,0.25,0.0,0.5,second_pass_relaxed
1316,47411,bb panda,BB Panda,-6.116,106.79,panda dim sum  pluit village ,Panda Dim Sum - Pluit Village Mall,-6.116,106.79,0.0,0.152,0.0,0.5,second_pass_relaxed
1305,40906,baso acimi  ciracas,Baso Acimi,-6.328,106.879,   suka mampir ciracas,Mie Ayam Bakso Suka Mampir Ciracas,-6.328,106.879,0.0,0.275,0.0,0.5,second_pass_relaxed
4553,19147,itude manado,Restoran iTUDE MANADO - Blora,-6.202,106.823,restoran  tude manado,Restoran Ikan Tude Manado,-6.202,106.823,0.0,0.306,0.0,0.5,second_pass_relaxed
1223,10999, sakti trisakti,Bakso Sakti Trisakti,-6.167,106.794,siomay queen trisakti,SIOMAY QUEEN TRISAKTI,-6.167,106.794,0.0,0.289,0.0,0.5,second_pass_relaxed
1186,35482, bakar taman,Bakso bakar taman ,-6.302,106.801,kantin mamake taman 08,Kantin mamake taman 08,-6.302,106.801,0.0,0.225,0.0,0.5,second_pass_relaxed
1137,47760,bakmi sw 18,Bakmi SW 18,-6.154,106.88,bakmi  dua saudara,BAKMI AYAM DUA SAUDARA,-6.154,106.88,0.0,0.23,0.0,0.5,second_pass_relaxed
4555,48560,itude manado,Restoran IKAN TUDE MANADO - Sedayu City,-6.161,106.927,restoran  tude manado,Restoran Ikan Tude Manado,-6.161,106.927,0.0,0.306,0.0,0.5,second_pass_relaxed
1082,49122,bakmi  juanli 98,BAKMI AYAM DENGKUL JUANLI 98,-6.103,106.742,bakmi afung medan 88 pik,Bakmi Afung Medan 88 PIK,-6.103,106.742,0.0,0.211,0.0,0.5,second_pass_relaxed
1075,45807,bakmi akwet berkat,Bakmi Akwet Berkat,-6.19,106.948,   berkat akuet,Rumah Makan Mie Berkat Akuet,-6.19,106.948,0.0,0.22,0.0,0.5,second_pass_relaxed
1003,20136,babyface planets,BABYFACE PLANETS,-6.256,106.812,baby face planets by mama rieta,Baby Face Planet's by Mama Rieta,-6.256,106.812,0.0,0.261,0.0,0.5,second_pass_relaxed
1002,47364,babyface planets,BABYFACE PLANETS PLUIT,-6.122,106.791,baby face planets ,Baby Face Planet's Restaurant,-6.122,106.791,0.0,0.391,0.0,0.5,second_pass_relaxed
941,36281, presto nynita,OUTLET TEBET,-6.241,106.847, presto ny nita tebet,Ayam Presto Ny. Nita Tebet,-6.241,106.847,0.0,0.316,0.0,0.5,second_pass_relaxed
1360,193,beatrice holding,BEATRICE QUARTERS CENTRAL PARK,-6.176,106.791,beatrice quarters central park,BEATRICE QUARTERS CENTRAL PARK,-6.176,106.791,0.0,0.21,0.0,0.5,second_pass_relaxed
8517,13688,remboelan,Remboelan Plaza Senayan,-6.226,106.799,remboelan  senayan,Remboelan Plaza Senayan,-6.226,106.799,0.0,0.708,0.5,0.95,exact_location_moderate_name
10720,25206,thai street,Thai Street Gandaria City,-6.244,106.784,thai street gandaria city,Thai Street Gandaria City,-6.244,106.784,0.0,0.683,0.5,0.95,exact_location_moderate_name
10692,47703,teratai jj aleng,Teratai JJ Muara Karang,-6.117,106.778,teratai jj aleng,Teratai JJ Aleng,-6.117,106.778,0.0,1.0,1.0,0.95,exact_location_moderate_name
6470,44189,   tole wonogiri  dermaga lama,Mie Ayam Bakso Tole Wonogiri - Dermaga Lama,-6.22,106.903,warteg putra bahari dermaga 150,Warteg Putra Bahari Dermaga 150,-6.22,106.903,0.0,0.197,0.0,0.5,second_pass_relaxed
9047,23124,sate padang jaso bundo,Sate Padang Jaso Bundo,-6.325,106.811,sate padang jaso bundo,Sate Padang Jaso Bundo,-6.325,106.811,0.0,1.0,1.0,0.95,exact_location_moderate_name
9042,24578,sate melawai,Sate Melawai,-6.246,106.802,  lokiin melawai,Rumah Makan Lokiin Melawai,-6.246,106.802,0.0,0.318,0.5,0.6,relaxed_wide_net
9041,22088,sate melawai,Sate Melawai,-6.244,106.801, sambel melawai,Ayam Sambel Melawai,-6.244,106.801,0.0,0.387,0.5,0.6,relaxed_wide_net
9034,43240,sate domstik hmsuryana,Sate Domstik H.M.Suryana,-6.247,106.909,sate domstik,Sate Domstik,-6.247,106.909,0.0,0.778,0.667,0.95,exact_location_moderate_name
9017,8336,sarjana burger,Sarjana burger,-6.148,106.751,sarjana burger,Sarjana burger,-6.148,106.751,0.0,1.0,1.0,0.95,exact_location_moderate_name
9072,24768,sate tegal ibu soedjani,Sate Tegal Ibu Soejani - Radio Dalam,-6.259,106.789, sate tegal ibu soejani radio dalam,Warung Sate Tegal Ibu Soejani Radio Dalam,-6.259,106.789,0.0,0.403,0.5,0.6,relaxed_wide_net
8997,19083,sankai,Sankai,-6.201,106.822,project sankai izakaya,Project Sankai Izakaya,-6.201,106.822,0.0,0.562,0.333,0.95,exact_location_moderate_name
8987,47239,sancha,Pantai Indah Kapuk,-6.09,106.742,sancha pik urban farm,Sancha PIK Urban Farm,-6.09,106.742,0.0,0.533,0.25,0.95,exact_location_moderate_name
8985,11370,sancha,Lippo Mall Puri,-6.188,106.739,sancha   ,Sancha Lippo Mall Puri,-6.188,106.739,0.0,1.0,1.0,0.95,exact_location_moderate_name
8972,18839,sampan bujana sentra,SAMPAN BUJANA SENTRA,-6.194,106.837,sampan bujana sentra,Sampan Bujana Sentra,-6.194,106.837,0.0,1.0,1.0,0.95,exact_location_moderate_name
8963,30473,sambel merintih aa,Sambel merintih aa,-6.213,106.836,sambel merintih aa,Sambel merintih AA,-6.213,106.836,0.0,1.0,1.0,0.95,exact_location_moderate_name
8958,10665,sambal seruit ,Sambal Seruit Indonesia - Kebon Jeruk,-6.198,106.765,sambal seruit   kebon jeruk,Sambal Seruit Indonesia - Kebon Jeruk,-6.198,106.765,0.0,0.705,0.5,0.95,exact_location_moderate_name
8955,5126,sambal rangkito,SAMBAL RANGKITO,-6.214,106.769,sambal rangkito,SAMBAL RANGKITO,-6.214,106.769,0.0,1.0,1.0,0.95,exact_location_moderate_name
8991,32488,sancha,Sancha Gandaria City,-6.244,106.783,sancha gandaria city,Sancha Gandaria City,-6.244,106.783,0.0,0.572,0.333,0.95,exact_location_moderate_name
9103,47566,scarlett,PIK OFLN - PT Scarlett Boga Indonesia,-6.094,106.744,scarletts café pantai indah kapuk,Scarlett's Café Pantai Indah Kapuk,-6.094,106.744,0.0,0.417,0.0,0.85,close_contains_match
9110,24817,seindonesia,Se'Indonesia - Kemang,-6.265,106.816,seindonesia  kemang flagship,Se'Indonesia - Kemang (Flagship),-6.265,106.816,0.0,0.607,0.333,0.95,exact_location_moderate_name
9111,1332,seindonesia,Se'Indonesia - Palmerah,-6.205,106.783,seindonesia  palmerah dinein  delivery,Se'Indonesia - Palmerah (Dine-In & Delivery),-6.205,106.783,0.0,0.54,0.25,0.95,exact_location_moderate_name
9304,19510,shaburi  kintan,Shaburi Kintan Senayan City,-6.227,106.797,shaburi  kintan buffet,Shaburi & Kintan Buffet,-6.227,106.797,0.0,0.807,0.667,0.95,exact_location_moderate_name
9300,30317,shaburi  kintan,Shaburi Kintan Ciputra World,-6.224,106.824,shaburi  kintan buffet  shopping avenue,Shaburi & Kintan Buffet Lotte Shopping Avenue,-6.224,106.824,0.0,0.625,0.4,0.95,exact_location_moderate_name
9284,27586,shabu kojo,Shabu Kojo Premium Satria Mandala,-6.232,106.819,shabu kojo premium satria mandala,Shabu Kojo Premium Satria Mandala,-6.232,106.819,0.0,0.6,0.4,0.95,exact_location_moderate_name
9242,49046,sen long,SEN LONG Kasir 2,-6.092,106.743,sen long  chinese food,SEN LONG - Chinese Food,-6.092,106.743,0.0,0.666,0.5,0.95,exact_location_moderate_name
9206,21171,seia ,SEIA Restaurant,-6.207,106.821,seia ,SEIA Restaurant,-6.207,106.821,0.0,1.0,1.0,0.95,exact_location_moderate_name
9205,15004,sei selatan,SEI SELATAN,-6.176,106.861,sei selatan  cempaka putih  daging sapi asap,Sei Selatan - Cempaka Putih - Daging Sapi Asap,-6.176,106.861,0.0,0.539,0.286,0.95,exact_location_moderate_name
9180,26053,sederhana,Sederhana Pondok Indah,-6.284,106.781,restoran sederhana pondok indah,Restoran Sederhana Pondok Indah,-6.284,106.781,0.0,0.535,0.25,0.95,exact_location_moderate_name
9179,33277,sederhana,Sederhana Cipete,-6.278,106.801,restoran sederhana  cipete,Restoran Sederhana - Cipete,-6.278,106.801,0.0,0.592,0.333,0.95,exact_location_moderate_name
9178,37537,sederhana,Sederhana Matraman,-6.202,106.857,sederhana,Sederhana,-6.202,106.857,0.0,1.0,1.0,0.95,exact_location_moderate_name
9177,18935,sederhana,Sederhana Cikini,-6.192,106.843,restoran sederhana cikini,Restoran Sederhana Cikini,-6.192,106.843,0.0,0.592,0.333,0.95,exact_location_moderate_name
9167,53903,sec bowl,Sec Bowl Sunter,-6.139,106.868,sec bowl sunter,"Sec Bowl, Sunter",-6.139,106.868,0.0,0.775,0.667,0.95,exact_location_moderate_name
9122,49119,seafood pasar ramai,Seafood Pasar Ramai,-6.104,106.741,seafood pasar ramai,Seafood Pasar Ramai,-6.104,106.741,0.0,1.0,1.0,0.95,exact_location_moderate_name
9118,1814,seafood bakaran ,002 SEAFOOD BAKARAN CITRA 5,-6.124,106.704,seafood bakaran  citra 5,Seafood Bakaran - Citra 5,-6.124,106.704,0.0,0.737,0.5,0.95,exact_location_moderate_name
9114,22515,seafood   uduk 67,Seafood & Nasi Uduk 67,-6.346,106.821,seafood 67  uduk,Seafood 67 Nasi Uduk,-6.346,106.821,0.0,0.64,1.0,0.95,exact_location_moderate_name
9112,21227,seindonesia,Se'Indonesia - Tebet,-6.229,106.855,seindonesia flagship tebet,Se’Indonesia Flagship Tebet,-6.229,106.855,0.0,0.612,0.333,0.95,exact_location_moderate_name
8941,29151,sambal bu nik,SAMBAL BU NIK SUPRAPTO,-6.334,106.836,aneka lauk sambal bu nik lenteng agung,Aneka Lauk Sambal Bu Nik Lenteng Agung,-6.334,106.836,0.0,0.624,0.429,0.95,exact_location_moderate_name
9312,53888,shake shake in a tub,Shake Shake In A Tub Sunter mall,-6.138,106.871,shake shake in a tub  sunter mal,Shake Shake in a Tub - Sunter Mal,-6.138,106.871,0.0,0.802,0.667,0.95,exact_location_moderate_name
8935,35127,sambal bakar ,022 SBI PESANGGRAHAN,-6.242,106.757,sambal bakar  pesanggrahan,"Sambal Bakar Indonesia, Pesanggrahan",-6.242,106.757,0.0,0.761,0.667,0.95,exact_location_moderate_name
8927,37588,sambal bakar ,005 SBI DUREN SAWIT,-6.222,106.915,sambal bakar  duren sawit,"Sambal Bakar Indonesia, Duren Sawit",-6.222,106.915,0.0,0.7,0.5,0.95,exact_location_moderate_name
8629,38099, amores,RM AMORES,-6.347,106.884, amores  siantar,RM. Amores Mie Siantar,-6.347,106.884,0.0,0.68,0.5,0.95,exact_location_moderate_name
8615,318,richeese factory,JALAN PANJANG,-6.197,106.769,richeese factory jalan panjang,Richeese Factory Jalan Panjang,-6.197,106.769,0.0,0.709,0.5,0.95,exact_location_moderate_name
8613,14281,richeese factory,BENHILL,-6.208,106.811,richeese factory bendungan hilir,Richeese Factory Bendungan Hilir,-6.208,106.811,0.0,0.7,0.5,0.95,exact_location_moderate_name
8606,24137,richeese factory,CILANDAK XPRESS,-6.298,106.815,richeese factory ragunan xpress,Richeese Factory Ragunan Xpress,-6.298,106.815,0.0,0.704,0.5,0.95,exact_location_moderate_name
8603,18640,richeese factory,UTAN KAYU,-6.193,106.865,richeese factory utan kayu,Richeese Factory Utan Kayu,-6.193,106.865,0.0,0.729,0.5,0.95,exact_location_moderate_name
8601,47330,richeese factory,KOJA TRADE MALL,-6.123,106.916,richeese factory koja trade ,Richeese Factory Koja Trade Mall,-6.123,106.916,0.0,0.723,0.5,0.95,exact_location_moderate_name
8637,21988, padang payakumbuah,RM Padang Payakumbuah Tebet,-6.234,106.846, payakumbuah tebet,"RM Payakumbuah, Tebet",-6.234,106.846,0.0,0.322,0.5,0.6,relaxed_wide_net
8596,24566,richeese factory,KEMANG,-6.27,106.816,richeese factory kemang,Richeese Factory Kemang,-6.27,106.816,0.0,0.813,0.667,0.95,exact_location_moderate_name
8594,55535,richeese factory,PIK,-6.113,106.752,richeese factory pantai indah kapuk,Richeese Factory Pantai Indah Kapuk,-6.113,106.752,0.0,0.648,0.4,0.95,exact_location_moderate_name
8587,18338,richeese factory,CEMPAKA PUTIH,-6.176,106.874,richeese factory cempaka putih,Richeese Factory Cempaka Putih,-6.176,106.874,0.0,0.709,0.5,0.95,exact_location_moderate_name
8586,455,richeese factory,DAAN MOGOT,-6.153,106.714,richeese factory daan mogot,Richeese Factory Daan Mogot,-6.153,106.714,0.0,0.723,0.5,0.95,exact_location_moderate_name
8555,47608,restoran kapten gurita,Restoran Kapten Gurita,-6.092,106.748,restoran kapten gurita,Restoran Kapten Gurita,-6.092,106.748,0.0,1.0,1.0,0.95,exact_location_moderate_name
8534,49326,resoles istimewa,Resoles Istimewa,-6.113,106.775,resoles istimewa,RESOLES ISTIMEWA,-6.113,106.775,0.0,1.0,1.0,0.95,exact_location_moderate_name
8532,48689,republik seafood,Republik Seafood - PIK,-6.088,106.731,republik seafood pik,Republik Seafood PIK,-6.088,106.731,0.0,0.833,0.667,0.95,exact_location_moderate_name
8595,36728,richeese factory,MAMPANG,-6.248,106.827,richeese factory mampang prapatan,Richeese Factory Mampang Prapatan,-6.248,106.827,0.0,0.696,0.5,0.95,exact_location_moderate_name
8654,3786,rocky rooster,Rocky Rooster,-6.191,106.782,rocky rooster,Rocky Rooster,-6.191,106.782,0.0,1.0,1.0,0.95,exact_location_moderate_name
8657,14642,roemah noni 1,Roemah Noni 1,-6.173,106.815,restoran roemah noni,Restoran Roemah Noni,-6.173,106.815,0.0,0.4,0.667,0.75,token_overlap_close
8660,20399,roji ramen,Roji Ramen Kamaja Blok M,-6.242,106.792,roji ramen kamaja,Roji Ramen Kamaja,-6.242,106.792,0.0,0.789,0.667,0.95,exact_location_moderate_name
8831,26361,salad point id,Salad Point ID - Tebet,-6.236,106.847,salad point id tebet,Salad Point ID Tebet,-6.236,106.847,0.0,0.847,0.75,0.95,exact_location_moderate_name
8829,43590,salad point id,Salad Point ID - Mall Bassura,-6.224,106.878,salad point id bassura,Salad Point ID Bassura,-6.224,106.878,0.0,0.833,0.75,0.95,exact_location_moderate_name
8801,13500,sakabe buffet,SAKABE BUFFET PASAR BARU,-6.162,106.832,sakabe buffet pasar baru,Sakabe Buffet Pasar Baru,-6.162,106.832,0.0,0.711,0.5,0.95,exact_location_moderate_name
8789,43115,sade juice,Sade Juice,-6.239,106.896,sade juice,SADE JUICE,-6.239,106.896,0.0,1.0,1.0,0.95,exact_location_moderate_name
8785,14334,sabi,SABI Express Sabang,-6.185,106.825,sabi express,SABI EXPRESS,-6.185,106.825,0.0,0.65,0.5,0.95,exact_location_moderate_name
6772,37119,mozarella corndog magenda  malaka jaya,Mozarella Corndog Magenda - Malaka Jaya,-6.218,106.931,acehnese noodle indra jaya ,Acehnese Noodle Indra Jaya Restaurant,-6.218,106.931,0.0,0.155,0.0,0.5,second_pass_relaxed
8739,24794,rumadara koetaradja,Rumadara Koetaradja,-6.272,106.8,rumadara koetaradja,Rumadara Koetaradja,-6.272,106.8,0.0,1.0,1.0,0.95,exact_location_moderate_name
8730,49037,rudy 89 sate babi  sop bakut,Rudy 89 Sate Babi & Sop Bakut,-6.139,106.866,sate babi  sop bakut 89 sunter,Sate Babi & Sop Bakut 89 Sunter,-6.139,106.866,0.0,0.489,0.833,0.75,token_overlap_close
6790,51407,muara kuring,Muara Kuring Golf Island,-6.117,106.781,wuji 78 kuotie muara karang pluit,WUJI 78 KUOTIE MUARA KARANG PLUIT,-6.117,106.781,0.0,0.19,0.0,0.5,second_pass_relaxed
6795,32372,mum dim sum store cipete,Mum Dim Sum Store Cipete,-6.279,106.805,twin house cipete,Twin House Cipete,-6.279,106.805,0.0,0.221,0.0,0.5,second_pass_relaxed
8695,13745,roti bakar kemang,Roti Bakar Kemang Pos Bloc Jakarta,-6.167,106.834,roti bakar kemang  posbloc ,ROTI BAKAR KEMANG @ Posbloc Jakarta,-6.167,106.834,0.0,0.843,0.75,0.95,exact_location_moderate_name
8693,48913,ropangbang,RopangBang!,-6.15,106.881,ropangbang,RopangBang,-6.15,106.881,0.0,1.0,1.0,0.95,exact_location_moderate_name
8682,5572,ropang dimadu,Ropang Dimadu,-6.215,106.726,ropang dimadu,Ropang Dimadu,-6.215,106.726,0.0,1.0,1.0,0.95,exact_location_moderate_name
8676,47045,roofpark  rempah sunda,Rempah Sunda PIK,-6.095,106.739,rempah sunda ,Rempah Sunda Restaurant,-6.095,106.739,0.0,0.785,0.667,0.95,exact_location_moderate_name
6605,47620,miss thai boat noodle,Miss Thai Noodle PIK,-6.109,106.74,busaba a thai café pik avenue,"Busaba a Thai Café, PIK Avenue",-6.109,106.74,0.0,0.176,0.0,0.5,second_pass_relaxed
10719,19297,thai street,Thai Street Citywalk Sudirman,-6.209,106.818,thai street citywalk sudirman,Thai Street Citywalk Sudirman,-6.209,106.818,0.0,0.665,0.5,0.95,exact_location_moderate_name
9314,49980,shanchan japanese food,SHANCHAN JAPANESE FOOD,-6.151,106.876,shanchan japanese food,Shanchan Japanese Food,-6.151,106.876,0.0,1.0,1.0,0.95,exact_location_moderate_name
9344,34790,shihlin,Kemang Village,-6.261,106.813,shihlin taiwan street snacks,Shihlin Taiwan Street Snacks,-6.261,106.813,0.0,0.52,0.25,0.95,exact_location_moderate_name
10307,47808,suji suan cai yu,MKG - Suji Suan Cai Yu,-6.157,106.91,suji  suan cai yu   ,Suji - Suan Cai Yu | Mall Kelapa Gading,-6.157,106.91,0.0,1.0,1.0,0.95,exact_location_moderate_name
10292,20152,suji suan cai yu,Pacific Place - Suji Suan Cai Yu,-6.225,106.81,suji  suan cai yu  pacific place,Suji - Suan Cai Yu | Pacific Place,-6.225,106.81,0.0,0.775,0.667,0.95,exact_location_moderate_name
10290,21677,suji suan cai yu,Pondok Indah Mall - Suji Suan Cai Yu,-6.267,106.784,suji  suan cai yu  street gallery pim,Suji - Suan Cai Yu | Street Gallery PIM,-6.267,106.784,0.0,0.717,0.571,0.95,exact_location_moderate_name
10283,20128,suji suan cai yu,Suji Suan Cai Yu Senayan City,-6.227,106.797,suji  suan cai yu  senayan city,Suji - Suan Cai Yu | Senayan City,-6.227,106.797,0.0,0.78,0.667,0.95,exact_location_moderate_name
10280,2942,suji suan cai yu,Glow Tower - Suji Suan Cai Yu,-6.153,106.797,suji  suan cai yu  glow tower,Suji - Suan Cai Yu | Glow Tower,-6.153,106.797,0.0,0.79,0.667,0.95,exact_location_moderate_name
10277,21128,suji suan cai yu,Su Wah - One Satrio,-6.226,106.826,suji  suan cai yu  one satrio,Suji - Suan Cai Yu | One Satrio,-6.226,106.826,0.0,0.79,0.667,0.95,exact_location_moderate_name
10312,23759,suka thai,One Satrio - Suka Thai,-6.226,106.826,suka thai  one satrio,Suka Thai | One Satrio,-6.226,106.826,0.0,0.686,0.5,0.95,exact_location_moderate_name
10255,52673,sudi mampir roxy,Sudi mampir roxy,-6.154,106.909,sudi mampir  cab jl roxy biak,Sudi Mampir Kelapa Gading cab. Jl Roxy Biak,-6.154,106.909,0.0,0.48,0.6,0.75,token_overlap_close
10242,25997,suck my duck,Suck My Duck - Hang Tuah,-6.304,106.778,suck my duck cloud ,Suck My Duck Cloud Kitchen,-6.304,106.778,0.0,0.84,0.75,0.95,exact_location_moderate_name
10236,15508,subway,SUBWAY GREEN PRAMUKA SQUARE,-6.189,106.874,subway  green pramuka square,Subway - Green Pramuka Square,-6.189,106.874,0.0,0.509,0.25,0.95,exact_location_moderate_name
