Nama Restoran,Pricing,latitude,longitude
RM Sabar Jaya Masakan Padang,,-6.1056,106.7732514
Sop Kaki Sapi Bang Buluk,,-6.1377096,106.7882359
Nasi Bebek IBU NURUL Khas Madura,,-6.1375885,106.7896846
Wasuka,,-6.1414876,106.7856457
Restoran Sweet House ( Vegetarian & Vegan Food ),,-6.1394675,106.7830757
Bakso chemplon wonogiri,,-6.1405161,106.7898677
MIE TAUSA Jakarta,,-6.1410038,106.7829744
Bakmi Ayam AsLie,,-6.1407362,106.7832448
Warung Geprek Dilan,,-6.1389888,106.7888384
Ajhon Medan Seafood,$$,-6.1396821,106.7828409
Kwetiau Jakarta 87,,-6.1418101,106.7876192
Bakmi Gang Damai,,-6.1418614,106.7830408
Chicken Noodle Mrs. Kunmie,,-6.1406437,106.7841857
Mie Ayam Tanah Merah,,-6.1400433,106.7854355
Warung Cimoy,,-6.1404901,106.7864911
Nasi Hainan HOKIAT (cabang bagan siapi api),,-6.139084,106.7856554
bakmie awa gg I,,-6.1398846,106.7910546
Warung tegal ibu ma'rifah,,-6.1391225,106.7914539
BOS kelapa ijo & Warnas,,-6.1375521,106.7909316
Warung,,-6.1401225,106.7914877
Warteg tegal,,-6.142255,106.7834647
Bakpao Medifa,,-6.1422267,106.7831571
Soto Mie Prima Rasa,,-6.1376382,106.7890634
Fish Or Chick,,-6.137819,106.7884652
Bakmie SOKA,$,-6.1376338,106.7893302
AYAM GORENG MANG UJANG,,-6.140102,106.791822
Warung Asdi,,-6.1415251,106.7902398
My Canteen,,-6.1376175,106.7893143
Sokar Bang Erick - Gambang,,-6.1397551,106.7970795
Bakso Bang Sur,,-6.141554,106.7972142
PINGPING Healthy kitchen,,-6.1390661,106.7975352
Arwana Raya no 22B,,-6.1413248,106.7955593
Dont kuk,,-6.1388961,106.7973457
Mie Ayam Keriting Merdeka (Andre),,-6.1420505,106.7979097
Sekba Babeh,,-6.141979,106.7981999
Mas ayu suplayer kerang,,-6.1043291,106.7682438
Warung Makan Mama Tomy,,-6.1044534,106.7681431
RM Permata Kota,,-6.1402663,106.7993139
Kwetiau Medan Achiu 88,,-6.1409031,106.7986898
ADA DONG MIE AYAM,,-6.1407132,106.7970065
RESTO APUNG TELUK JAKARTA 02 TEH JENAB,,-6.1045932,106.7738556
Ikan Bakar Ojo Lali,,-6.1054113,106.7738097
Warnas mutiara,,-6.1059131,106.7680333
Jl dermaga ujung muara Angke,,-6.1042654,106.7697309
Seafood erik,,-6.1057213,106.7731265
Sabana Friend Chiken,,-6.1069791,106.7703402
Mpung supplier seafood,,-6.1058524,106.7726734
Rebusan kerang hijau pak cakya,,-6.1045144,106.7679025
Warteg sudemi,,-6.1065085,106.7687006
Warung Mimi Tur (muara Angke ),,-6.106959,106.7692376
Warung Makan Bu Mia,,-6.1064365,106.7737235
Pecel Ayam Mama Wulan,,-6.1039938,106.7683426
Aldo putra seafood,,-6.104396,106.76834
Nasduk gondrong,,-6.104559,106.7692145
RM. Muara Minang,,-6.1043306,106.7703966
Warung Seblak Mama Dea,,-6.1043768,106.7694588
Warung nasi ema,,-6.1061875,106.7721827
Otak Otak Goreng Ibu Emy,,-6.1039595,106.7707826
Warung Nasi Sederhana,,-6.1302839,106.8118065
Warteg Kayem 1,,-6.1305234,106.81201
Warteg bu kusri,,-6.1370241,106.7850747
d'kiriuk fried chicken Doni,,-6.1066408,106.7689713
Sate Taichan Al Fikry,,-6.1066612,106.7690012
Masakan Padang CAHAYA DERMAGA MINANG,,-6.1065214,106.7735431
WARTEG NISA,,-6.1036374,106.768346
Nasi uduk mama may,,-6.1035699,106.7690216
Lautan Mutiara,,-6.1042815,106.7739441
Warsun orok menes,,-6.107344,106.7734166
Resto apung pasundan11 teh johat,,-6.1050498,106.7740034
RM KARYA BASAMO MUARA ANGKE,,-6.1064972,106.7690006
wr ayam penyet dan sambel setan tenda biru,,-6.1042507,106.7696859
Warung nasi sederhana,,-6.1045415,106.7694247
Warung Suni,,-6.1043269,106.7678966
Warung Bu mar,,-6.1054449,106.7728622
"Soto Pemalang ""Anggi Fanny""",,-6.1302247,106.8117776
OniHomeKitchen,,-6.1414251,106.7913978
Ayam Tumbuk WG,,-6.1419992,106.7979136
Macaroni Goyang Lidah,,-6.1425438,106.7928133
AYAM GORENG TACI,,-6.1411015,106.7947336
Warung seblak yayah,,-6.1041495,106.7700429
Sate Ayam Kambing & Sop Madura,,-6.1043546,106.7704313
Warung GORENGAN CUCUR budde madura,,-6.1048208,106.7681847
Mie Sop Kampung Khas Medan,,-6.1155777,106.8834632
Roti bakar wow mas faisal,,-6.1156559,106.8834235
"Warung Rafa "" Om Ilmi """,,-6.118871,106.905713
Kaesang Gallery,,-6.1395611,106.8593802
UD.KELAPA MUDA IJO DAN KOPYOR,,-6.1394147,106.8592993
Nona Pasta by Arungi Group,,-6.139377,106.8596288
Kolaborasa,,-6.1395884,106.859149
Takoyaki & Okonomiyaki By Martabak Jepang Viral,,-6.1162142,106.8834269
Martabak sany,,-6.1154785,106.8851765
Hidangan Coto Makassar,,-6.1149432,106.8842658
Martabak Manis Kojhi,,-6.1154745,106.8849662
Bakso Bakar Ndowerrr,,-6.1150568,106.8852216
NASI GORENG JARWO,,-6.1157761,106.8836498
MARTABAK BANGKA NOVAL 87,,-6.1154737,106.8850881
Nasi goreng 79,,-6.1146722,106.8834757
Aisyah Pisang Keju Crispy Dan Sempol Ayam,,-6.1145838,106.8834853
RATU DURIAN,$$,-6.1399284,106.8597379
Mie Ayam Ukar,,-6.1398758,106.8599506
SUSU JAHE MAS APRIL,,-6.1401314,106.8600957
"STEAK GATUT SUNTER (Sedia chicken steak, chicken katsu, Saikoro wagyu)",,-6.1399434,106.8597763
Bakso Mie Loncat Mas Asep,,-6.1165112,106.8834491
"RM Masakan Padang ""SURYA JAYA""",,-6.1160255,106.8841821
Martabak Bangka FAIZ,,-6.115428,106.88383
Popeye seafood,,-6.1149404,106.8836334
"Bakso Beranak Mercon (BBM), Jl Bugis, rno",,-6.1154518,106.8852488
"Pempek Palembang ""Aisyah""",,-6.1377529,106.8389562
ZChicken Bu Nita,,-6.1457076,106.8564418
Bebek BekBek - Pademangan,,-6.1384813,106.8399219
durian 89 pademangan,,-6.1401769,106.8391093
d'BestO Chicken & Burger Pademangan,$,-6.1367663,106.8417557
Warung Nasi Buta,,-6.1358587,106.8405451
Ayam Bakar Dapur Aye,,-6.1292754,106.7764216
Rumah Makan Asun,,-6.129286,106.7786551
Nasi uduk po Yanah,,-6.1321742,106.7755404
Warteg ibu cati,,-6.1149911,106.7755039
Bakso Blok Satu,,-6.1150204,106.7754303
PKL Paguyuban Muara Karang,,-6.1150197,106.7754231
Baso Sapi BSM,,-6.1111112,106.7766142
Baso sapi siang malam,,-6.1111451,106.7766008
Mr Wu's Mie & Masakan Chong Qing,,-6.1039038,106.7415236
Ji Shi Yu 及时鱼 - Food Plaza PIK,,-6.1039428,106.7417274
Tahu Balik Sese (TBS Jakarta),,-6.1039369,106.7414672
Bakmie Hokkian Medan,,-6.121039,106.7889618
Ta Cen Resto Tebing Tinggi Chinesse Food,,-6.1163532,106.7786779
千里香,,-6.1164975,106.7783867
Menu Prasmanan,,-6.1162983,106.77878
Cip I - Cip,,-6.1164871,106.7783384
Bubur Ayam Akiong,,-6.1161371,106.778329
Martabak Unyil Durian Fatmawati,,-6.1162771,106.7786488
Bebek Goreng Bikin Tajir Muara Karang,,-6.1164629,106.7781554
Shanghai Puncak,,-6.116216,106.77867
Pink Mamma,,-6.1108778,106.7375219
Kuriuk Pluit,,-6.1209611,106.7896938
Popia Lily,,-6.1224703,106.790051
Bakut House Resto,,-6.1224291,106.7902195
Nasi Sayur Nasi Uduk 888,,-6.1224288,106.7902198
"Otak otak ipan, pluit sakti",,-6.1224293,106.7902252
Seporsi Tekwan,,-6.1198055,106.7835809
Tasty Rice Bowl X Sambal Maknyusss,,-6.120034,106.7835645
BAKPAGO,,-6.1200375,106.7836094
Hot Daina,,-6.1198402,106.7835219
Food Court Pluit Culinary Park,,-6.1199134,106.783496
Takoyaki Osakayaki Pluit,,-6.1198152,106.7835135
Dapoer Bang Wie,,-6.1200214,106.7834841
BAKSO MOEE,,-6.1200312,106.7834921
Ronde Jahe Jakarta,,-6.116424,106.78977
D'Cost Pluit Village,$$,-6.1166142,106.7891918
Tahooe! Pluit Village,,-6.1165203,106.7896329
TITIK DOR Pizza,,-6.1163065,106.78964
LeongSeng Kitchen Pluit,,-6.1254906,106.7873658
RM Paket Minang Pluit Masakan Padang,,-6.1114702,106.771808
Salad Nyoo Pluit - PELOPOR #1 SALAD BUAH INDONESIA,,-6.1256582,106.7866764
Pepa Bowl,,-6.1257355,106.7867565
Warkop Bubur Ayam Nafilah,,-6.1090492,106.8992684
Martabak Wijaya Manis Dan Telor,,-6.1120529,106.7710391
The Sweeties Pudding,,-6.1104063,106.9160566
Ayam Bakar Penantian II,,-6.1152012,106.9005625
Waroeng Nasi. PAK Rt,,-6.1194838,106.9176738
Nasi Goreng 2006,,-6.1194775,106.9175123
Sate Kambing 18 MK,,-6.116901,106.7775548
Nasi Uduk Mak Ndut,,-6.1193761,106.9194818
Top Bangka 77,,-6.1193867,106.9168198
waroeng nongki babe,,-6.1194395,106.9170564
Che Hun,,-6.1507613,106.8775749
Ayam Geprek ZChicken Delima,,-6.1592252,106.8712834
Kedai mimi,,-6.1587855,106.8855897
Coto Makassar Rika,,-6.1539199,106.9181934
Masakan Sunda Bakul 99,,-6.1538942,106.9181451
Nasi Bakar Mantap Rasanya Mama Eko,,-6.1540128,106.9188218
Sankogi Ya,,-6.152678,106.910344
NASI UDUK mbak yana,,-6.153636,106.9183121
Dimsum Shu,,-6.1538064,106.9184953
Let's Eat Kelapa Gading,,-6.1607637,106.9152025
Warung Nasi Dio Barokah,,-6.1543081,106.8688674
Warteg Paim,,-6.1542667,106.8688218
Nasi Goreng pakdhe Tun,,-6.151245,106.8665058
Penyetan Grobogan,,-6.155028,106.8682433
"OK Food, Sunter Jaya",,-6.1508397,106.8653808
Salad Gembira,,-6.1512344,106.8667008
Warung Mahmudah,,-6.118219,106.9187817
Mie Ayam Pakde Roni,,-6.106143,106.921481
WARUNG MAMA SOPHIE,,-6.1061332,106.9213359
Warung Nasi Wonogiri MBAK ER,$$,-6.1337096,106.8372691
Steak Ayam 88,,-6.1339497,106.8378789
Bakso Moro Seneng,,-6.1343072,106.8357026
KEDAI DEDI,,-6.1337566,106.8362058
Bakmi 165,,-6.1337503,106.8348721
RM IBU GAMBIR,,-6.132747,106.8357258
Martabak Bangka 71,$,-6.1343514,106.8358304
AL-HIJRAH KEBAB,,-6.1342767,106.8372043
Nasi Goreng Mang Epol,,-6.1343928,106.8378753
"Ayam gepuk pak gembus cabang ampera , pademangan barat",,-6.1344551,106.8352701
TanTan juice duren (ampera 7 ),,-6.1343411,106.8359252
WARUNG SATE SOLO PAK MIN,,-6.1345347,106.8347622
Hisana Fried Chiken,,-6.13433,106.8359658
Warung Khansa Ayam Geprek,,-6.1342377,106.8364842
Warteg ibu jeni,,-6.1337878,106.8348689
Ayam & ikan bakar Tasikmalaya,,-6.1344678,106.8355904
Nasi Goreng Kebab - PADEMANGAN,,-6.1343437,106.8359913
WarTeg Bu Yeyen,,-6.1343952,106.8348867
Martabak Bandung Al-mi,,-6.1335604,106.838505
Rizqy Seblak,,-6.1343373,106.836266
Tandukin Aja !,,-6.1343177,106.835428
Bakso Rusuk Gajah Mungkur,,-6.13452,106.8367494
SEBLAK PRASMANAN TEH INA PADEMANGAN,,-6.134194,106.8376566
ROSCIK AYAM PANGGANG PADEMANGAN BARAT,,-6.1344772,106.8352722
Pondok Bakso Arema Mas Jony,,-6.1345067,106.836357
Pizza Hut Delivery - PHD Indonesia,$$,-6.134115,106.8380656
"Warkop ""EMA""",,-6.1344831,106.8350828
Uno Fried Chicken (+ Geprek),,-6.1340075,106.835451
Warung Sate Khas Solo Mas Edo,,-6.1343338,106.8357372
Dapur Can-Can,,-6.1346099,106.8356457
Warung Nasi Mamake,,-6.1335524,106.8357142
Kedai MAMAH,,-6.1348716,106.8432352
Oding Resto,,-6.1351795,106.8427191
Susu kacang asang,,-6.1355037,106.8438343
Warteg GG 27,,-6.1349612,106.8439381
JustTakeAway,,-6.1356976,106.843304
Warunk Mama Dzaki,,-6.1335018,106.8410676
Cilok Bikin Lo Puas,,-6.1325158,106.8419924
Dimsum Djoedes,,-6.132865,106.8443588
Gado Gado Mak Agung,,-6.1337854,106.8424593
Warung Request / Nasi Goreng Oplosan Cabang,,-6.1336327,106.8417368
Nasi goreng Jo Seafood,,-6.1326273,106.8443537
Minang jaya,,-6.1334887,106.8439846
GadoGado Pok Yayat,,-6.1342982,106.8391607
Bebek tepi kota,,-6.1336628,106.8386474
Warung Mama Annis,,-6.1333606,106.8414627
seafood 99 d karaka - pademangan barat,,-6.133522,106.838711
Rojo Bakso 1,,-6.1343101,106.8384569
Baso Moro Seneng Madeni,,-6.133034,106.8417875
MIZAN HOT CHIKEN,,-6.1335726,106.8390617
Ceker nyesnyess pademangan,,-6.1339175,106.8398439
Warung Nasi Mba Sari,,-6.1334802,106.8388887
Bakmi bakar Kalimantan 77,,-6.1348954,106.8365971
Waroeng Abah Seafood,,-6.1340511,106.8383133
Bandeng presto pecel lele,,-6.1341259,106.8380569
Tahu Jeletot Taisi,,-6.1341351,106.8380052
Nasi uduk kuning & lontong sayur ( Ibu Rohimah),,-6.1343687,106.8370624
pukis geliss budimulya,,-6.1332449,106.835652
Bubur Ayam Nur,,-6.1345226,106.8392369
Warteg Ning,,-6.1363427,106.8379788
Bubur Ayam Pak Hasan,,-6.1345814,106.8385516
Warung nasi MEGONO pekalongan,,-6.134092,106.8386634
Nasi Uduk Bu Kokom,,-6.134348,106.843576
Warung nasi sumirah,,-6.1337708,106.8414306
Bakso 86 wonogiri,,-6.1329943,106.8427447
Warung Seblak Prasmanan Mba Rina,,-6.1326273,106.8443537
Nasi goreng layung wengi,,-6.1333612,106.8439934
Ayam Bahagia,,-6.1329688,106.8440644
Gehu pedas Hot Jeletot pademangan,,-6.1336575,106.8438182
Warung Soto Banyumas (Sroto) Mas Aris,,-6.133361,106.8434826
Bakso Boom Mengebom Lidah,,-6.133652,106.838603
"Ayam Bakar Steli ""Pak Gober""",,-6.1341163,106.8394671
Ayam Bakar LB Pademangan,,-6.1325363,106.8404662
Warnas Maharti,,-6.1339828,106.8394721
Jual nasi Mbah ribut,,-6.1333316,106.8394668
MAHKOTA CHINESE FOOD,,-6.1323856,106.8406262
Es Teh Wasgitel Bapak Ismail,,-6.133603,106.8404877
Kampung burger Pademangan barat,,-6.1330492,106.8395627
SATE AYAM CAK MAD PADEMANGAN,,-6.1340401,106.8413319
Nasi goreng syakira,,-6.1326266,106.8403996
Pecel Lele Ronggolawe Tuban,,-6.1330372,106.8395831
Ampera Minang Uda Eki,,-6.1337009,106.8387926
Wr Member shop,,-6.1328042,106.8392743
Mie Ayam Mbah No,,-6.1325327,106.842002
Warkop senja,,-6.1337123,106.8385982
Bakso cilok rajawali,,-6.133062,106.839572
AFI_CAKE,,-6.1337287,106.8387245
Lontong Semur Pak Ngadim khas Pati,,-6.1331808,106.8382302
WARTEG SINAR BAHARI,,-6.1338094,106.843582
Mie ayam jamur Zaamani,,-6.1333581,106.8434766
Dimsum Goendoet Pademangan,,-6.1331901,106.8414675
Geprek Gold Chick,,-6.1333665,106.8440127
Rm Zam Zam Jaya Masakan Padang,,-6.1319301,106.8409812
WARUNG MAKAN SEDERHANA 22,,-6.1331112,106.8430649
TEKO KOPI TIAM,,-6.1319159,106.8409947
Warung ine nonik,,-6.133604,106.8441976
Bakso Mas Gimin,,-6.131904,106.8415088
BAKSO FORTUNA,,-6.133385,106.8441784
BAKSO SUPER MAZ BIRIN,,-6.1358362,106.8406649
Warung Nasi Bu Tas,,-6.1359844,106.8409182
Mie Ayam Diway 98,,-6.136184,106.8410085
Warteg Ibu Riska,,-6.1355433,106.8411717
Gado Gado Lala,,-6.1337793,106.8383745
Baso Nyonya / Mrs Huang Recipes,,-6.1366269,106.8382207
Nasi goreng mawut mas nano17,,-6.1373538,106.8413287
SHAOLIN TAIWAN SNACKS AMPERA,,-6.1347318,106.8336979
Savouria Kitchen,,-6.1353497,106.8334747
TanTan Juice Duren PUSAT,,-6.1369364,106.8341876
Warung Nasi Mama April,,-6.1363334,106.8353324
AYAM KREMES MAMA ELSHA,,-6.1381238,106.8359097
Kendah Warteg,,-6.13791,106.83605
Mie Ayam Mba Darti,,-6.1376199,106.8379484
Nasi Uduk Mbak Eni,,-6.1375465,106.8372158
Samin Soto Ayam,,-6.137832,106.8386429
Warteg Raston,,-6.1366944,106.8372992
Gerai_PW,$,-6.137581,106.8404393
Sop ikan Redhill Singapore,,-6.1381753,106.8392519
Xing Fu Vegetarian Pademangan,,-6.1359916,106.8421074
Penyetan Mertua,,-6.1359941,106.8417439
Nasi Campur Gang 22,,-6.1359199,106.8419736
Bakmie Akong Singkawang,,-6.1352024,106.8390276
Kedai Lesehan D'Jati,,-6.1359661,106.8418173
Borobudur,,-6.1363521,106.8419766
Bebek Goreng Rama,,-6.1352229,106.8392488
Ayam Fillet Jos,,-6.1361745,106.8404451
Hisana Pademangan 2,,-6.1356206,106.8401441
Baso Sapi Asli Tony,,-6.1360702,106.8419196
Sempol ayam asyiap,,-6.1352713,106.839572
Ciayo Fresh And Health,,-6.1365726,106.8340776
Mie Ayam Jamur 43 Awi,,-6.136383,106.833923
Arofah Kebab,,-6.1367276,106.833445
Ayam Sambel Jontor Mak Wenk,,-6.1354605,106.8340407
ANGLO DJOWO,,-6.1352145,106.8353126
Ayam Geprek Judes,,-6.1348263,106.8348436
Ayam Goreng Huh Hah,,-6.1352155,106.8353546
WAROENG BANG ANTO PADEMANGAN BARAT,,-6.1347488,106.8332682
WARTEG,$,-6.1361815,106.8349575
Pangsit chili oil NENG QIBOY,,-6.1348844,106.8344293
pisang nugget spik,,-6.1351851,106.8348567
Warung Nasi Ibu Iis,,-6.1385013,106.8369415
Lumpia Beef Mama Endut (Samping Samsat Gunung Sahari),,-6.138579,106.8373777
Kong Hu Pay Nasi Campur,$$,-6.1358643,106.8323599
Ay recomend,,-6.1346431,106.834172
Sambel Setan Bang Ricky,,-6.1363163,106.8324168
CIMOL SETAN BOHAY Khas INDRAMAYU,,-6.1349738,106.8348661
Rocky Rooster Ampera,,-6.1356351,106.8328575
Reuni Akbar,,-6.1346777,106.8336199
Mie Ayam RIO,,-6.1362497,106.832406
Ampera Minang,,-6.134907,106.8323426
Nasi Campur Pontianak OiNA,,-6.136061,106.834189
Nasi Uduk Ibu Tri,,-6.135525,106.8341329
Rujak Serut Sumo4D,,-6.1384215,106.8360308
Batagor Samping Samsat,,-6.1388724,106.8376516
Rolade Koken,,-6.1357302,106.8361866
Serba Cobek (Pasar Pagi Mangga Dua),,-6.1359968,106.8216204
Nasi Uduk Jakarta,,-6.1360914,106.8223716
Warung Makan Bude,,-6.1310395,106.8517546
SOSIS BAKAR JELETOK,,-6.131083,106.850165
Dcelup Chicken Crispy Sunter,,-6.1322167,106.8506082
TakoyakiAfwa,,-6.1328853,106.851414
Warkop mang ari,,-6.1309638,106.850369
MIE AYAM KANAYA,,-6.132259,106.850589
Alif Frued Chiken,,-6.1305651,106.8498697
Rujak Mbah Kangkoeng,,-6.1307666,106.8477418
nasi bebek madura bu'mukrifah,,-6.1305313,106.8490988
Nasi uduk mama ulfa,,-6.1304369,106.84838
AYAM PENYET SAMBEL IJO CAK GONDRONG,,-6.1297235,106.8497193
Nasi Bebek Rica rica bebek,,-6.130767,106.8465032
GANESHA,,-6.1300074,106.8463663
Idola fried chicken mas arjuna,,-6.131209,106.8474715
CHICKEN STEAK 10K,,-6.1313675,106.8466438
Warung Jajan Umi,,-6.1307324,106.8467738
Pecel lele lamongan Pak Yanto,,-6.1309739,106.8465507
Ayam geprek Bang mullee,,-6.132903,106.850496
martabak manis kang lani,,-6.131081,106.8520237
Ampera Besar,,-6.1381439,106.8360566
Ezzy food pademangan,,-6.138319,106.8376989
HEKENG PAK SALIM,,-6.1364677,106.8374572
Toko bakmi aci,,-6.1365933,106.836834
Bakmi jln K,,-6.1370679,106.8357486
Dapur Mpo Yun,,-6.1383285,106.8366532
Momsper,,-6.1368233,106.8359226
Noviaa,,-6.1379186,106.8370464
Nasi Uduk Titin DJ Pademangan,,-6.1374338,106.8354712
GAESTU STEAM & FOOD_DRINK,,-6.1364966,106.8379319
BAKSO BEGAH BANG JOE,,-6.1367357,106.83748
Warung nasi IBRO,,-6.1382086,106.8383054
Warkop Agatha,,-6.130387,106.8458395
Serabi Kepo 174H,$,-6.1311343,106.853209
Odeng SARBEL - Sunter agung,,-6.1305635,106.8520951
Warmindo Bang Bewok,,-6.1306157,106.8459007
Mie Ayam BU Lucky,,-6.1306109,106.8519486
Brebes Fried Chicken,,-6.1305045,106.8519453
Tahu Go! Jembatan Item,,-6.1305996,106.8540657
Sate Babi Akhim,,-6.1397199,106.841803
Copy Paste,,-6.1309713,106.8497578
Bakmie Mak Nyami,,-6.13203,106.8511298
MIE AYAM BUDEH NYAMI,,-6.1321149,106.8509527
Rujak buah sunter agung,,-6.1319863,106.8499233
FEILLYCIA PALACE,,-6.1311138,106.8516614
"Es Pisang Ijo Khas bugis,sunter agung",,-6.1306232,106.8507316
AVOKAD,,-6.1305473,106.8505035
Opi Food,,-6.1318783,106.8507709
Mamoka bahari 197,,-6.1309006,106.8507077
Ayam Penyet Bocah Perwira,,-6.1303278,106.8503898
Nasi Mangkok Nusantara,,-6.1398972,106.8406085
Sambal cumi mak nyos,,-6.1332145,106.8522395
Nasi Campur Aliong 333,$$,-6.1420877,106.8402639
Iga Babi Ajung,,-6.1419783,106.8404208
Bakmi Ahoi,,-6.1405845,106.841126
Papa Yaki,,-6.1415648,106.8406245
Nasi Campur Kejora ITC Mangga Dua,,-6.1347848,106.8279594
BAKSO KOKO GEPENG PADEMANGAN,,-6.1410129,106.8409738
Bubur Ayam 42 Khas Brebes - Pademangan Timur,,-6.1365387,106.8433019
RM. Pandan Wangi,,-6.1384581,106.842354
Dapoer Ama,,-6.1381767,106.8418398
Paha Dada,,-6.1372673,106.8429228
Kwe Cap,,-6.1372919,106.8416397
Waroeng Bewok,,-6.1365693,106.8403052
Pempek Akim Gang 18,,-6.1367119,106.8407935
Bakso Solo Gg 22,,-6.1365145,106.8433461
Bakmi Kepiting Tanjung Pura ITC Mangga 2,,-6.1359883,106.8243735
Nasi Asuan,,-6.1363627,106.8427047
Mie Ayam Jangkung Family,,-6.1377035,106.8436735
RATU CORNDOG PADEMANGAN,,-6.1361868,106.8424489
"Pablo el Tacos Express, Pademangan",,-6.1423832,106.841803
KANTIN LINA,,-6.1345726,106.8267468
Warung jajanan mama acay,,-6.1340646,106.8244895
Warteg asli tegal,,-6.1350022,106.8320363
Lontong medan dan mie balap bang ali ( Tersedia di GO-FOOD ),,-6.1356581,106.8312505
Pecel lele 78 lamongan,,-6.1352305,106.8291202
Pempek Aliong Gang 14 (Pempek khas Bangka). PADEMANGAN,,-6.1392991,106.8427354
warteg ayu gilar-gilar,,-6.140678,106.8438533
Warung Nasi Bu Yuli,,-6.1391812,106.8447624
Nasi Goreng Kampret,,-6.139676,106.84418
Bakmie dan bakso sapi Mr. Hoki,,-6.140678,106.8438533
Nasi Jenggo,,-6.1409488,106.8442607
Toko Alim Ayam Potong Segar,,-6.1401931,106.8380288
"soto mie pdm, pak marwan",,-6.1401651,106.8388311
RESTO GrandM88.asia,,-6.1343986,106.8322191
Batagor Lobby Utara M2S,,-6.135264,106.831177
Warteg Ni'am,,-6.1360114,106.8425897
Dimsum In Pademangan,,-6.1368492,106.8435233
Chick and Chick,,-6.1404688,106.8413132
Mie Kita – Mie-nya Kita Semua,,-6.1402618,106.841183
Pondok mie ayam bakso putri,,-6.1358203,106.8436518
Warung Soto Ibu Iroh,,-6.136806,106.844108
Soto Madura,,-6.1368836,106.8429956
Seblak kota 86,,-6.1368435,106.8424714
Warung Sate & Sop Mbak Santi,,-6.1363153,106.8423853
Sate Bang Sarip Gg.22,,-6.1365624,106.8429366
PT.Fokus Wujud Bersama,,-6.1365863,106.8441613
Dessert Ayoya,,-6.1357113,106.8365678
Warung omih kaizy,,-6.1351114,106.837317
Bakso Malang Wenny,$,-6.140379,106.8402527
AYAM PANGGANG ROSCIK PADEMANGAN,,-6.14075,106.8396111
Catering Mama Mertua,,-6.1400236,106.8384409
bakmi bintang kalimantan,,-6.1400764,106.8410408
AHAI masakan khas medan,,-6.1406864,106.8412538
Ayam Taiwan Chic Lin,,-6.1401342,106.8400981
Mie Ayam Kriuk 36,,-6.1411759,106.8394935
TAKOYAKI OSAKAYAKI,,-6.1401149,106.8401077
Bakmi Belitung 29,,-6.1404906,106.8396748
Hasna Fried Chicken,,-6.139022,106.8447715
Warung Nasi Raihan ZAHRA,,-6.1399384,106.8422449
Ezza Cake,,-6.1383291,106.844066
Warung nasi pak kumis,,-6.1384348,106.8448142
Warung Makan Indomie (Warmindo),,-6.1397975,106.8443451
Warung Bu Reny,,-6.1390101,106.8454801
Soto Tangkar & Sate Kuah - Matahari Pagi,,-6.136247,106.8422672
SOTO SURABAYA ( SBY ),,-6.1364717,106.842153
Indo Chicken,,-6.1369431,106.8420334
Baso aci WARUNG BOSS,,-6.1369632,106.8419976
Nasi Telor Rakyat - Pademangan,,-6.1367388,106.8432897
Nasi Uduk Ibu Maryati,,-6.1386992,106.8434595
Warung Makan Ibu Darini,,-6.1279804,106.8178237
Cafe Gatot 23,,-6.1375375,106.8453421
Bakmie Anugrah,,-6.1372173,106.8460061
GUBUK SARI RASA,,-6.1363086,106.8453275
Bakmi Geprek Kemayoran - Pademangan Timur,,-6.1374755,106.8460094
M.Odon Warung Nasi,,-6.1373329,106.8454001
Ayam Geprek Shakira,,-6.1371764,106.8444745
Kwetiau Sapi Achai 60,,-6.1360261,106.8443578
Willings Dessert,,-6.1374755,106.8460095
Bule Kremes,,-6.1364479,106.8445259
Ayam Goreng Mamake,,-6.1376247,106.8442288
Warung Nasi Nurcahaya,,-6.1359219,106.8447332
Mie Ayam Kontet 25,,-6.1365672,106.8447789
Warung Nasi Sederhana,,-6.1372904,106.8443601
WARUNG MPOK EVOʻY,,-6.1361316,106.8456486
Pecel lele 99 cak HADI,,-6.1362522,106.844251
Mie Ayam Nenek,,-6.1362093,106.8453472
Dapur Budhe Emi,,-6.1349098,106.8440007
Nasi Goreng Tanggal Tua,,-6.1368604,106.8596549
SEBLAK KONDE,,-6.1368992,106.8596171
Sans Potato (Khusus Grab-GoFood),,-6.136714,106.8596518
Nasi Kuning Mbok Rum-Sunter Agung,,-6.1364827,106.8585883
Gatut Sunter,,-6.1363213,106.8598674
Steak Mertua,,-6.1365209,106.843343
D' Sushi Bodo,$$,-6.138829,106.8568794
AYAM GORENG PAK DE,,-6.138387,106.8442953
Sabana Plus RBK,,-6.1385327,106.8459993
Kedai Nau nau,,-6.1375907,106.8589622
Sui Hong 97,,-6.1388339,106.8408888
Achai 67,$$,-6.1387482,106.8420531
Devier Kitchen,,-6.1386769,106.8408582
Hong Tian,,-6.1388107,106.8408812
Ayam goreng kremes BBD ( Borobudur ),,-6.1387177,106.8409257
NASI TEMPONG BUMBU BALI,,-6.1385908,106.8421672
Pempek 88 Pademangan,,-6.1393262,106.8404406
Bakmi Hin Lie,,-6.1389319,106.8420945
MIE AYAM BANG JANGKUNG,,-6.1419859,106.8434548
"Bakmie AFAT, Pademangan",,-6.1423907,106.8418215
Warteg Paradise Bahari 029 Pademangan 2,,-6.142482,106.8427818
SATE AYAM KAMBING ROMLI,,-6.1415735,106.8423981
